strain_id,builtin_gene,builtin_identity,builtin_coverage,builtin_contig,builtin_start,builtin_end,drug_class,risk_level,amrfinder_hit,amrfinder_identity,amrfinder_agree,resfinder_hit,resfinder_identity,resfinder_agree,blast_hit,blast_identity,blast_agree,builtin_recheck,n_tools_confirm,n_tools_conflict,validation_status,validation_note,validation_tool,validation_best_hit
E_coli_K12_MG1655,mdtM,100.0,100.0,NC_000913.3,4567287,4568519,unclassified,Low,mdtM,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,mdtM
E_coli_O157H7_Sakai,leuO,97.57,100.0,NC_002695.2,88974,89918,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,acrB,99.11,100.0,NC_002695.2,547320,550469,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,Ecol_acrA,99.83,100.0,NC_002695.2,550492,551685,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,kdpE,97.2,100.0,NC_002695.2,799484,800161,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,Ecol_mdfA,97.0,100.0,NC_002695.2,1008961,1010193,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,msbA,98.68,100.0,NC_002695.2,1096264,1098012,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,mdtG,98.78,100.0,NC_002695.2,1473546,1474772,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,mdtH,98.59,100.0,NC_002695.2,1483403,1484611,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,Ecol_emrE,98.8,100.0,NC_002695.2,1621711,1622043,unclassified,Low,emrE,98.18,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,emrE
E_coli_O157H7_Sakai,H-NS,100.0,100.0,NC_002695.2,1737691,1738104,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,marA,99.22,100.0,NC_002695.2,2144122,2144505,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,ugd,97.34,100.0,NC_002695.2,2770646,2771812,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,mdtA,98.08,100.0,NC_002695.2,2829585,2830832,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,mdtB,97.53,100.0,NC_002695.2,2830832,2833954,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,mdtC,97.6,100.0,NC_002695.2,2833955,2837032,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,YojI,99.27,100.0,NC_002695.2,3040094,3041737,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,PmrF,99.17,100.0,NC_002695.2,3097719,3098687,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,emrY,98.77,100.0,NC_002695.2,3208909,3210447,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,emrK,98.67,100.0,NC_002695.2,3210447,3211502,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,evgA,100.0,100.0,NC_002695.2,3212026,3212640,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,evgS,96.97,100.0,NC_002695.2,3212645,3216238,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,acrD,99.1,100.0,NC_002695.2,3303854,3306967,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,emrR,99.62,100.0,NC_002695.2,3535055,3535585,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,emrA,99.23,100.0,NC_002695.2,3535712,3536884,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,emrB,98.64,100.0,NC_002695.2,3536901,3538439,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,TolC,98.92,100.0,NC_002695.2,3924331,3925818,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,bacA,99.51,100.0,NC_002695.2,3942966,3943787,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,AcrS,99.4,100.0,NC_002695.2,4147890,4148552,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,AcrE,99.14,100.0,NC_002695.2,4148951,4150108,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,CRP,99.05,100.0,NC_002695.2,4206154,4206786,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,mdtE,99.14,100.0,NC_002695.2,4401492,4402649,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,mdtF,98.91,100.0,NC_002695.2,4402674,4405787,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,gadX,98.3,100.0,NC_002695.2,4407246,4408070,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,cpxA,100.0,100.0,NC_002695.2,4903689,4905062,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,mdtP,97.89,100.0,NC_002695.2,5152376,5153842,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,mdtO,97.9,100.0,NC_002695.2,5153839,5155890,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,mdtN,97.77,100.0,NC_002695.2,5155890,5156921,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,eptA,98.91,100.0,NC_002695.2,5188523,5190166,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
E_coli_O157H7_Sakai,EC-15,98.06,100.0,NC_002695.2,5232218,5233351,unclassified,Low,blaEC,98.14,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,blaEC
E_coli_O157H7_Sakai,mdtM,96.11,100.0,NC_002695.2,5430530,5431762,unclassified,Low,mdtM,98.05,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,mdtM
S_enterica_LT2,mdsC,100.0,100.0,NC_003197.2,392420,393931,unclassified,Low,mdsB,100.0,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,mdsB
S_enterica_LT2,mdsB,100.0,100.0,NC_003197.2,393894,397061,unclassified,Low,mdsB,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,mdsB
S_enterica_LT2,mdsA,100.0,100.0,NC_003197.2,397058,398284,unclassified,Low,mdsA,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,mdsA
S_enterica_LT2,golS,100.0,100.0,NC_003197.2,400861,401325,unclassified,Low,golS,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,golS
S_enterica_LT2,AAC(6')-Iaa,100.0,100.0,NC_003197.2,1707352,1707789,aminoglycoside,Low,,,False,aac(6')-Iaa,100.0,True,,,False,confirmed,1,0,confirmed_resfinder,,ResFinder,aac(6')-Iaa
S_enterica_LT2,sdiA,100.0,100.0,NC_003197.2,2039655,2040377,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_enterica_LT2,MdtK,99.93,100.0,NC_003197.2,2094374,2095798,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,leuO,97.88,100.0,NC_004337.2,82209,83153,unclassified,Medium,,,False,,,False,leuO,100.0,True,confirmed,1,0,confirmed_blast_only,,BLAST,leuO
Shigella_flexneri_2a_301,acrB,99.05,100.0,NC_004337.2,417785,420934,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,Sfle_acrA,100.0,100.0,NC_004337.2,420957,422150,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,msbA,99.14,100.0,NC_004337.2,950406,952154,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,mdtH,98.51,100.0,NC_004337.2,1111879,1113087,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,H-NS,99.03,100.0,NC_004337.2,1287548,1287961,unclassified,Medium,,,False,,,False,H-NS,100.0,True,confirmed,1,0,confirmed_blast_only,,BLAST,H-NS
Shigella_flexneri_2a_301,marA,100.0,100.0,NC_004337.2,1595773,1596156,unclassified,Medium,,,False,,,False,marA,100.0,True,confirmed,1,0,confirmed_blast_only,,BLAST,marA
Shigella_flexneri_2a_301,mdtB,98.94,100.0,NC_004337.2,2162056,2165178,unclassified,Medium,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,YojI,98.91,100.0,NC_004337.2,2328357,2330000,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,PmrF,99.59,100.0,NC_004337.2,2379800,2380768,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,emrY,98.05,100.0,NC_004337.2,2483700,2485238,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,emrK,97.92,100.0,NC_004337.2,2485238,2486293,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,evgA,99.02,100.0,NC_004337.2,2486817,2487431,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,evgS,99.5,100.0,NC_004337.2,2487436,2491029,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,acrD,99.13,100.0,NC_004337.2,2575652,2578765,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,emrA,97.36,100.0,NC_004337.2,2785324,2786496,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,emrB,99.35,100.0,NC_004337.2,2786513,2788051,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,TolC,98.59,100.0,NC_004337.2,3171244,3172731,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,bacA,98.91,100.0,NC_004337.2,3192416,3193237,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,CRP,99.21,100.0,NC_004337.2,3455329,3455961,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,gadX,97.94,100.0,NC_004337.2,3697297,3698121,unclassified,Medium,,,False,,,False,gadX,100.0,True,confirmed,1,0,confirmed_blast_only,,BLAST,gadX
Shigella_flexneri_2a_301,mdtF,98.49,100.0,NC_004337.2,3699580,3702693,unclassified,Medium,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,cpxA,98.76,100.0,NC_004337.2,4118585,4119958,unclassified,Medium,,,False,,,False,cpxA,100.0,True,confirmed,1,0,confirmed_blast_only,,BLAST,cpxA
Shigella_flexneri_2a_301,eptA,99.09,100.0,NC_004337.2,4272966,4274609,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,mdtP,97.41,100.0,NC_004337.2,4309589,4311055,unclassified,Medium,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,mdtN,97.58,100.0,NC_004337.2,4313094,4314125,unclassified,Medium,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Shigella_flexneri_2a_301,EC-8,98.15,100.0,NC_004337.2,4482197,4483330,unclassified,Medium,blaEC,98.14,False,,,False,EC-8,100.0,True,confirmed,1,1,confirmed_blast_only,,BLAST,EC-8
Enterobacter_cloacae_ATCC13047,CMH-4,100.0,100.0,NC_014121.1,542200,543345,unclassified,Low,blaCMH-4,100.0,True,blaCMH-3,98.69,False,,,False,confirmed,1,1,confirmed_amrfinder,,AMRFinderPlus,blaCMH-4
Enterobacter_cloacae_ATCC13047,ramA,98.93,100.0,NC_014121.1,3217961,3218335,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
Enterobacter_cloacae_ATCC13047,sul2,100.0,100.0,NC_014121.1,3902508,3903323,sulfonamide,High,sul2,100.0,True,sul2,100.0,True,sul2,100.0,True,confirmed,3,0,confirmed_multi_tool,,AMRFinderPlus,sul2
Proteus_mirabilis_HI4320,catA4,98.17,100.0,NC_010554.1,802273,802926,phenicol,Low,catA4,97.7,True,cat,98.78,False,,,False,confirmed,1,1,confirmed_amrfinder,,AMRFinderPlus,catA4
Proteus_mirabilis_HI4320,tet(J),98.41,100.0,NC_010554.1,2621559,2622755,tetracycline,Low,tet(J),99.25,True,tet(J),99.16,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,tet(J)
C_difficile_630,CDD-2,100.0,100.0,NC_009089.1,545392,546318,unclassified,Low,blaCDD-2,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,blaCDD-2
C_difficile_630,CdnimB,99.57,100.0,NC_009089.1,1688532,1688999,unclassified,Low,nimB-Cd,99.35,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,nimB-Cd
C_difficile_630,cdeA,99.85,100.0,NC_009089.1,1742795,1744120,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
C_difficile_630,ErmB,97.72,100.0,NC_009089.1,2316958,2317704,macrolide,Low,erm(B),100.0,True,erm(B),100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,erm(B)
C_difficile_630,ErmB,97.72,100.0,NC_009089.1,2319365,2320111,macrolide,Low,erm(B),100.0,True,erm(B),100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,erm(B)
C_difficile_630,cplR,100.0,100.0,NC_009089.1,3000142,3001794,unclassified,Low,cplR,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,cplR
C_perfringens_str13,Cper_cplR,100.0,100.0,NC_003366.1,967229,968935,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_NCTC8325,norC,96.98,100.0,NC_007795.1,62384,63772,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_NCTC8325,tet(38),99.85,100.0,NC_007795.1,103075,104427,tetracycline,Low,tet(38),100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,tet(38)
S_aureus_NCTC8325,mepR,99.29,100.0,NC_007795.1,328838,329257,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_NCTC8325,mepA,100.0,100.0,NC_007795.1,329364,330719,unclassified,Low,mepA,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,mepA
S_aureus_NCTC8325,mgrA,99.77,100.0,NC_007795.1,679331,679774,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_NCTC8325,Saur_norA,99.91,100.0,NC_007795.1,687425,688591,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_NCTC8325,arlS,100.0,100.0,NC_007795.1,1360281,1361636,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_NCTC8325,arlR,100.0,100.0,NC_007795.1,1361633,1362292,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_NCTC8325,kdpD,98.98,100.0,NC_007795.1,2144446,2147103,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_NCTC8325,Saur_LmrS,100.0,100.0,NC_007795.1,2246027,2247469,unclassified,Low,lmrS,100.0,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,lmrS
S_aureus_NCTC8325,sdrM,99.4,100.0,NC_007795.1,2248363,2249706,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_NCTC8325,Saur_FosB,100.0,100.0,NC_007795.1,2399531,2399950,unclassified,Low,fosB,100.0,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,fosB
S_aureus_N315,ANT(4')-Ia,99.87,100.0,NC_002745.2,40818,41579,aminoglycoside,High,aadD1,100.0,False,aadD,100.0,True,ANT(4')-Ia,100.0,True,confirmed,2,1,confirmed_multi_tool,,ResFinder,aadD
S_aureus_N315,mecA,99.85,100.0,NC_002745.2,45031,47037,beta-lactam,Medium,mecA,100.0,True,mecA,100.0,True,mecA,100.0,True,confirmed,3,0,confirmed_multi_tool,,AMRFinderPlus,mecA
S_aureus_N315,mecR1,99.94,100.0,NC_002745.2,47137,48894,beta-lactam,Medium,mecR1,100.0,True,,,False,mecR1,100.0,True,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,mecR1
S_aureus_N315,mecI,100.0,100.0,NC_002745.2,48894,49265,beta-lactam,Low,mecI,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,mecI
S_aureus_N315,ErmA,100.0,100.0,NC_002745.2,56002,56733,macrolide,Low,erm(A),100.0,True,erm(A),100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,erm(A)
S_aureus_N315,ANT(9)-Ia,100.0,100.0,NC_002745.2,56859,57641,aminoglycoside,Low,ant(9)-Ia,100.0,True,ant(9)-Ia,100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,ant(9)-Ia
S_aureus_N315,norC,96.98,100.0,NC_002745.2,111614,113002,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_N315,tet(38),100.0,100.0,NC_002745.2,151640,152992,tetracycline,Low,tet(38),100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,tet(38)
S_aureus_N315,mepR,100.0,100.0,NC_002745.2,379975,380394,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_N315,mepA,99.48,100.0,NC_002745.2,380501,381856,unclassified,Low,mepA,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,mepA
S_aureus_N315,mgrA,100.0,100.0,NC_002745.2,735417,735860,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_N315,Saur_norA,100.0,100.0,NC_002745.2,743511,744677,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_N315,ANT(9)-Ia,100.0,100.0,NC_002745.2,870517,871299,aminoglycoside,Low,ant(9)-Ia,100.0,True,ant(9)-Ia,100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,ant(9)-Ia
S_aureus_N315,ErmA,100.0,100.0,NC_002745.2,871425,872156,macrolide,Low,erm(A),100.0,True,erm(A),100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,erm(A)
S_aureus_N315,arlS,99.85,100.0,NC_002745.2,1422192,1423547,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_N315,ErmA,100.0,100.0,NC_002745.2,1685864,1686595,macrolide,Low,erm(A),100.0,True,erm(A),100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,erm(A)
S_aureus_N315,ANT(9)-Ia,100.0,100.0,NC_002745.2,1686721,1687503,aminoglycoside,Low,ant(9)-Ia,100.0,True,ant(9)-Ia,100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,ant(9)-Ia
S_aureus_N315,kdpD,98.95,100.0,NC_002745.2,2130678,2133335,unclassified,Medium,,,False,,,False,kdpD,100.0,True,confirmed,1,0,confirmed_blast_only,,BLAST,kdpD
S_aureus_N315,ErmA,100.0,100.0,NC_002745.2,2200193,2200924,macrolide,Low,erm(A),100.0,True,erm(A),100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,erm(A)
S_aureus_N315,ANT(9)-Ia,100.0,100.0,NC_002745.2,2201050,2201832,aminoglycoside,Low,ant(9)-Ia,100.0,True,ant(9)-Ia,100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,ant(9)-Ia
S_aureus_N315,Saur_LmrS,99.03,100.0,NC_002745.2,2237543,2238985,unclassified,Low,lmrS,99.17,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,lmrS
S_aureus_N315,sdrM,100.0,100.0,NC_002745.2,2239880,2241223,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_N315,Saur_FosB,99.76,100.0,NC_002745.2,2389328,2389747,unclassified,Low,fosB,100.0,False,,,False,,,False,confirmed,0,1,discordant,,AMRFinderPlus,fosB
S_aureus_N315,ErmA,100.0,100.0,NC_002745.2,2672535,2673266,macrolide,Low,erm(A),100.0,True,erm(A),100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,erm(A)
S_aureus_N315,ANT(9)-Ia,100.0,100.0,NC_002745.2,2673392,2674174,aminoglycoside,Low,ant(9)-Ia,100.0,True,ant(9)-Ia,100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,ant(9)-Ia
S_aureus_N315,PC1_blaZ,98.23,100.0,NC_003140.1,7945,8790,unclassified,Low,blaZ,100.0,False,blaZ,100.0,False,,,False,confirmed,0,2,discordant,,AMRFinderPlus,blaZ
S_aureus_Mu50,ANT(4')-Ia,99.87,100.0,NC_002758.2,40819,41580,aminoglycoside,High,aadD1,100.0,False,aadD,100.0,True,ANT(4')-Ia,100.0,True,confirmed,2,1,confirmed_multi_tool,,ResFinder,aadD
S_aureus_Mu50,mecA,99.85,100.0,NC_002758.2,44992,46998,beta-lactam,Medium,mecA,100.0,True,mecA,100.0,True,mecA,100.0,True,confirmed,3,0,confirmed_multi_tool,,AMRFinderPlus,mecA
S_aureus_Mu50,mecR1,99.94,100.0,NC_002758.2,47098,48855,beta-lactam,Medium,mecR1,100.0,True,,,False,mecR1,100.0,True,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,mecR1
S_aureus_Mu50,mecI,99.73,100.0,NC_002758.2,48855,49226,beta-lactam,Low,mecI,99.19,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,mecI
S_aureus_Mu50,ErmA,100.0,100.0,NC_002758.2,55963,56694,macrolide,Low,erm(A),100.0,True,erm(A),100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,erm(A)
S_aureus_Mu50,ANT(9)-Ia,100.0,100.0,NC_002758.2,56820,57602,aminoglycoside,Low,ant(9)-Ia,100.0,True,ant(9)-Ia,100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,ant(9)-Ia
S_aureus_Mu50,norC,96.98,100.0,NC_002758.2,111575,112963,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_Mu50,tet(38),100.0,100.0,NC_002758.2,151601,152953,tetracycline,Low,tet(38),100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,tet(38)
S_aureus_Mu50,mepR,100.0,100.0,NC_002758.2,379932,380351,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_Mu50,mepA,99.48,100.0,NC_002758.2,380458,381813,unclassified,Low,mepA,100.0,True,,,False,,,False,confirmed,1,0,confirmed_amrfinder,,AMRFinderPlus,mepA
S_aureus_Mu50,tet(M),96.77,100.0,NC_002758.2,439865,441784,tetracycline,Low,tet(M),100.0,True,tet(M),100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,tet(M)
S_aureus_Mu50,mgrA,100.0,100.0,NC_002758.2,759666,760109,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_Mu50,Saur_norA,100.0,100.0,NC_002758.2,767760,768926,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_Mu50,arlS,99.85,100.0,NC_002758.2,1498587,1499942,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_Mu50,arlR,100.0,100.0,NC_002758.2,1499939,1500598,unclassified,Low,,,False,,,False,,,False,confirmed,0,0,not_checked,no external hit covered this locus,none,
S_aureus_Mu50,ErmA,100.0,100.0,NC_002758.2,1762257,1762988,macrolide,Low,erm(A),100.0,True,erm(A),100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,erm(A)
S_aureus_Mu50,ANT(9)-Ia,100.0,100.0,NC_002758.2,1763114,1763896,aminoglycoside,Low,ant(9)-Ia,100.0,True,ant(9)-Ia,100.0,True,,,False,confirmed,2,0,confirmed_multi_tool,,AMRFinderPlus,ant(9)-Ia
