strain_id,contig,start,end,strand,gene,pct_coverage,pct_identity,database,accession,product,drug_class,on_plasmid,conjugative,is_upstream,is_downstream,is_flank_both,risk_level,risk_reason,raw_risk_level,curated_category,curation_reason,confidence,include_in_mobile_ARG_analysis,curated_risk_level
K_pneumoniae_MGH78578,NC_009651.1,13029,13865,+,APH(6)-Id,100.0,99.88,builtin,AF024602.1,APH(6)-Id [Pseudomonas aeruginosa],aminoglycoside,True,False,True,True,True,High,IS elements flanking both sides,High,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,High
K_pneumoniae_MGH78578,NC_009651.1,18529,19344,+,sul2,100.0,100.0,builtin,AY055428.1,sul2 [Vibrio cholerae],sulfonamide,True,False,True,True,True,High,IS elements flanking both sides,High,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,High
K_pneumoniae_MGH78578,NC_009651.1,27290,28105,-,APH(3')-Ia,100.0,100.0,builtin,BX664015.1,APH(3')-Ia [Serratia marcescens],aminoglycoside,True,False,True,True,True,High,IS elements flanking both sides,High,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,High
K_pneumoniae_MGH78578,NC_009651.1,34075,34914,-,sul1,100.0,100.0,builtin,JF969163.1,sul1 [Vibrio fluvialis],sulfonamide,True,False,False,True,False,Medium,non-conjugative plasmid,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Medium
K_pneumoniae_MGH78578,NC_009651.1,34908,35255,-,qacEdelta1,100.0,100.0,builtin,U49101.1,qacEdelta1 [Pseudomonas aeruginosa],unclassified,True,False,False,True,False,Medium,non-conjugative plasmid,Medium,biocide_or_stress_marker,"qacE-delta1; class 1 integron 3'-CS marker. Integron-associated biocide marker, not an antibiotic ARG itself.",high,False,Excluded-curated
K_pneumoniae_MGH78578,NC_009651.1,35447,36706,-,cmlA5,100.0,100.0,builtin,AY115475.1,cmlA5 [uncultured bacterium],phenicol,True,False,False,True,False,Medium,non-conjugative plasmid,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Medium
K_pneumoniae_MGH78578,NC_009651.1,37667,38200,-,ANT(2'')-Ia,100.0,100.0,builtin,AF078527.1,ANT(2'')-Ia [Pseudomonas aeruginosa],aminoglycoside,True,False,False,True,False,Medium,non-conjugative plasmid,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Medium
K_pneumoniae_MGH78578,NC_009651.1,66239,66898,-,catA1,100.0,99.55,builtin,V00622.1,catA1 [Escherichia coli],phenicol,True,False,True,True,True,High,IS elements flanking both sides,High,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,High
K_pneumoniae_MGH78578,NC_009651.1,85914,87098,+,tet(D),100.0,100.0,builtin,AF467077.1,tet(D) [Shigella flexneri Y],tetracycline,True,False,True,False,False,Medium,non-conjugative plasmid,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Medium
K_pneumoniae_MGH78578,NC_009651.1,87578,88438,-,TEM-166,100.0,99.88,builtin,FJ197316.1,TEM-166 [Escherichia coli],beta-lactam,True,False,True,False,False,Medium,non-conjugative plasmid,Medium,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,medium,True,Medium
E_coli_K12_MG1655,NC_000913.3,84368,85312,+,leuO,100.0,97.99,builtin,LR730402.1,leuO [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,481254,484403,-,acrB,100.0,100.0,builtin,U00096.3,acrB [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,AcrAB-TolC RND efflux; intrinsic chromosomal multidrug efflux.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,484426,485619,-,Ecol_acrA,100.0,100.0,builtin,U00096.3,Ecol_acrA [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,AcrAB-TolC RND efflux component; intrinsic chromosomal.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,568315,568647,+,Ecol_emrE,100.0,100.0,builtin,Z11877.1,Ecol_emrE [Escherichia coli],unclassified,False,False,True,False,False,Medium,single flanking IS element,Medium,efflux_or_regulatory_marker,Small multidrug resistance (SMR) efflux pump; intrinsic/species-core in many taxa. Chromosomal.,high,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,721056,721733,-,kdpE,100.0,100.0,builtin,U00096.3,kdpE [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,883673,884905,+,Ecol_mdfA,100.0,98.38,builtin,JQ394987.1,Ecol_mdfA [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,966621,968369,+,msbA,100.0,100.0,builtin,U00096.3,msbA [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,1114264,1115490,-,mdtG,100.0,99.43,builtin,CP000800.1,mdtG [Escherichia coli O139:H28 str. E24377A],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,1124118,1125326,-,mdtH,100.0,100.0,builtin,U00096.1,mdtH [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,1292509,1292922,-,H-NS,100.0,99.28,builtin,BA000007.3,H-NS [Escherichia coli O157:H7 str. Sakai],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,1619574,1619957,+,marA,100.0,100.0,builtin,AP009048.1,marA [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,2098447,2099613,-,ugd,100.0,100.0,builtin,U00096.1,ugd [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,True,False,Medium,single flanking IS element,Medium,intrinsic_core_gene,UDP-glucose 6-dehydrogenase; core housekeeping gene in LPS/polymyxin modification. Chromosomal.,high,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,2154016,2155263,+,mdtA,100.0,100.0,builtin,U00096.1,mdtA [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,2155263,2158385,+,mdtB,100.0,100.0,builtin,U00096.1,mdtB [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,2158386,2161463,+,mdtC,100.0,100.0,builtin,U00096.1,mdtC [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,2306972,2308615,-,YojI,100.0,100.0,builtin,U00096.3,YojI [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,2367071,2368039,+,PmrF,100.0,100.0,builtin,U00096.1,PmrF [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,intrinsic_core_gene,arn/pmr operon LPS modification; core chromosomal polymyxin-associated locus.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,2480638,2482176,-,emrY,100.0,99.94,builtin,D78168.1,emrY [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,2482176,2483231,-,emrK,100.0,100.0,builtin,D78168.1,emrK [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,2483755,2484369,+,evgA,100.0,100.0,builtin,BA000007.3,evgA [Escherichia coli O157:H7 str. Sakai],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,2484374,2487967,+,evgS,100.0,100.0,builtin,U00096.1,evgS [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,2587595,2590708,+,acrD,100.0,100.0,builtin,AP009048.1,acrD [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,2810770,2811300,+,emrR,100.0,100.0,builtin,U00096.3,emrR [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,2811427,2812599,+,emrA,100.0,100.0,builtin,AP009048.1,emrA [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,2812616,2814154,+,emrB,100.0,100.0,builtin,U00096.1,emrB [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,3178109,3179596,+,TolC,100.0,100.0,builtin,FJ768952.1,TolC [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,3203310,3204131,-,bacA,100.0,100.0,builtin,U00096.3,bacA [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,3412803,3413465,-,AcrS,100.0,100.0,builtin,U00096.1,AcrS [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,3413864,3415021,+,AcrE,100.0,100.0,builtin,U00096.1,AcrE [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,3415033,3418137,+,AcrF,100.0,100.0,builtin,U00096.1,AcrF [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,3486120,3486752,+,CRP,100.0,99.84,builtin,AP009048.1,CRP [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,3659232,3660389,+,mdtE,100.0,100.0,builtin,AP009048.1,mdtE [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,3660414,3663527,+,mdtF,100.0,100.0,builtin,U00096.1,mdtF [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,3664986,3665810,-,gadX,100.0,100.0,builtin,AP009048.1,gadX [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,4103602,4104975,-,cpxA,100.0,98.98,builtin,BA000007.3,cpxA [Escherichia coli O157:H7 str. Sakai],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,4299564,4301030,-,mdtP,100.0,100.0,builtin,AP009048.1,mdtP [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,4301027,4303078,-,mdtO,100.0,100.0,builtin,AP009048.1,mdtO [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,4303078,4304109,-,mdtN,100.0,100.0,builtin,AP009048.1,mdtN [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_K12_MG1655,NC_000913.3,4333947,4335590,-,eptA,100.0,100.0,builtin,AP009048.1,eptA [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,4377811,4378944,-,Ecol_ampC_BLA,100.0,100.0,builtin,U00096.3,Ecol_ampC_BLA [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_K12_MG1655,NC_000913.3,4567287,4568519,-,mdtM,100.0,100.0,builtin,U00096.3,mdtM [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,88974,89918,+,leuO,100.0,97.57,builtin,LR730402.1,leuO [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,547320,550469,-,acrB,100.0,99.11,builtin,U00096.3,acrB [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,AcrAB-TolC RND efflux; intrinsic chromosomal multidrug efflux.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,550492,551685,-,Ecol_acrA,100.0,99.83,builtin,U00096.3,Ecol_acrA [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,AcrAB-TolC RND efflux component; intrinsic chromosomal.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,799484,800161,-,kdpE,100.0,97.2,builtin,U00096.3,kdpE [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,1008961,1010193,+,Ecol_mdfA,100.0,97.0,builtin,JQ394987.1,Ecol_mdfA [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,1096264,1098012,+,msbA,100.0,98.68,builtin,U00096.3,msbA [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,1473546,1474772,-,mdtG,100.0,98.78,builtin,CP000800.1,mdtG [Escherichia coli O139:H28 str. E24377A],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,1483403,1484611,-,mdtH,100.0,98.59,builtin,U00096.1,mdtH [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,1621711,1622043,+,Ecol_emrE,100.0,98.8,builtin,Z11877.1,Ecol_emrE [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Small multidrug resistance (SMR) efflux pump; intrinsic/species-core in many taxa. Chromosomal.,high,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,1737691,1738104,-,H-NS,100.0,100.0,builtin,BA000007.3,H-NS [Escherichia coli O157:H7 str. Sakai],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,2144122,2144505,+,marA,100.0,99.22,builtin,AP009048.1,marA [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,2770646,2771812,-,ugd,100.0,97.34,builtin,U00096.1,ugd [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,intrinsic_core_gene,UDP-glucose 6-dehydrogenase; core housekeeping gene in LPS/polymyxin modification. Chromosomal.,high,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,2829585,2830832,+,mdtA,100.0,98.08,builtin,U00096.1,mdtA [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,2830832,2833954,+,mdtB,100.0,97.53,builtin,U00096.1,mdtB [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,2833955,2837032,+,mdtC,100.0,97.6,builtin,U00096.1,mdtC [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,3040094,3041737,-,YojI,100.0,99.27,builtin,U00096.3,YojI [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,3097719,3098687,+,PmrF,100.0,99.17,builtin,U00096.1,PmrF [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,intrinsic_core_gene,arn/pmr operon LPS modification; core chromosomal polymyxin-associated locus.,medium,False,Excluded-curated
E_coli_O157H7_Sakai,NC_002695.2,3208909,3210447,-,emrY,100.0,98.77,builtin,D78168.1,emrY [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,3210447,3211502,-,emrK,100.0,98.67,builtin,D78168.1,emrK [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,3212026,3212640,+,evgA,100.0,100.0,builtin,BA000007.3,evgA [Escherichia coli O157:H7 str. Sakai],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,3212645,3216238,+,evgS,100.0,96.97,builtin,U00096.1,evgS [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,3303854,3306967,+,acrD,100.0,99.1,builtin,AP009048.1,acrD [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,3535055,3535585,+,emrR,100.0,99.62,builtin,U00096.3,emrR [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,3535712,3536884,+,emrA,100.0,99.23,builtin,AP009048.1,emrA [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,3536901,3538439,+,emrB,100.0,98.64,builtin,U00096.1,emrB [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,3924331,3925818,+,TolC,100.0,98.92,builtin,FJ768952.1,TolC [Escherichia coli],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,3942966,3943787,-,bacA,100.0,99.51,builtin,U00096.3,bacA [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,4147890,4148552,-,AcrS,100.0,99.4,builtin,U00096.1,AcrS [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,4148951,4150108,+,AcrE,100.0,99.14,builtin,U00096.1,AcrE [Escherichia coli str. K-12 substr. MG1655],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,4206154,4206786,+,CRP,100.0,99.05,builtin,AP009048.1,CRP [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,acquired_mobile_ARG,No core/intrinsic/biocide rule matched; treated as acquired cargo.,low,True,Low
E_coli_O157H7_Sakai,NC_002695.2,4401492,4402649,+,mdtE,100.0,99.14,builtin,AP009048.1,mdtE [Escherichia coli str. K-12 substr. W3110],unclassified,False,False,False,False,False,Low,"chromosomal, acquired, no mobility signal",Low,efflux_or_regulatory_marker,Multidrug efflux transporter (mdt family); commonly intrinsic/chromosomal.,medium,False,Excluded-curated
